,creelID,lakeID,site_group,accessPoint,sampleDate,partyActivity,numberInParty,travelTimeHours,dateTimeReturnInterview,dateTimeLeftLanding,timeNotFishing,electronicUse,fishingDaysYear,fishingDaysLakeYear,homeZip,satisfactionOverall,satisfactionNumber,satisfactionSize,c1LifeRevolves,c2TrophySpots,c3MostEnjoyable,c4SignificantIncome,c5Enjoyable,c6NoTimeHobbies,c7MaximizeNumbers,c8NoAlternative,c9FriendsFish,c10ReleaseFish,c11LoseFriends,c12BigSmall,c13OtherLeisure,c14KeepFishing,c15SpecialGear,income,race,raceOther,hispanic,
432,UG_BoatLaunch_20190525_creel_1,UG,rural,BoatLaunch,20190525,boat_fishing,4,0.083333333,NA,20190525 08:00,0,NA,250,15,54165,10,NA,NA,3,2,3,3,4,1,2,2,2,3,2,2,2,3,3,NA,NA,NA,NA,
433,UG_BoatLaunch_20190525_creel_2,UG,rural,BoatLaunch,20190525,boat_fishing,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
434,UG_BoatLaunch_20190525_creel_3,UG,rural,BoatLaunch,20190525,boat_fishing,2,0.25,20190525 10:45,20190525 08:17,0.25,NA,7,4,53010,5,5,5,2,3,2,1,3,2,3,2,4,4,1,3,2,4,4,NA,NA,NA,NA,
435,UG_BoatLaunch_20190525_creel_4,UG,rural,BoatLaunch,20190525,boat_fishing,1,2,20190525 13:19,20190525 08:01,0.5,NA,30,6,54440,5,1,1,2,5,2,4,4,2,2,2,2,2,2,4,2,4,4,NA,NA,NA,NA,
436,UG_BoatLaunch_20190525_creel_5,UG,rural,BoatLaunch,20190525,boat_fishing,3,0.5,20190525 12:01,20190525 08:41,0.166666667,NA,75,3,54557,10,10,10,5,3,5,5,5,3,3,3,5,3,3,3,5,3,5,NA,NA,NA,NA,
437,UG_BoatLaunch_20190525_creel_6,UG,rural,BoatLaunch,20190525,boat_fishing,2,NA,NA,20190525 08:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
438,UG_BoatLaunch_20190525_creel_7,UG,rural,BoatLaunch,20190525,boat_fishing,2,NA,NA,20190525 09:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
439,UG_BoatLaunch_20190525_creel_8,UG,rural,BoatLaunch,20190525,boat_fishing,3,NA,NA,20190525 09:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
440,UG_BoatLaunch_20190525_creel_9,UG,rural,BoatLaunch,20190525,boat_fishing,2,2.5,20190525 11:43,20190525 09:16,0,NA,20,10,54457,8,2,2,2,2,3,1,2,1,4,2,1,5,1,2,1,3,2,NA,NA,NA,NA,
441,UG_BoatLaunch_20190525_creel_10,UG,rural,BoatLaunch,20190525,boat_fishing,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
442,UG_BoatLaunch_20190525_creel_11,UG,rural,BoatLaunch,20190525,boat_fishing,5,NA,NA,20190525 09:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
443,UG_BoatLaunch_20190525_creel_12,UG,rural,BoatLaunch,20190525,boat_fishing,2,NA,NA,20190525 10:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
444,UG_BoatLaunch_20190525_creel_13,UG,rural,BoatLaunch,20190525,boat_fishing,1,NA,NA,20190525 10:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
445,UG_BoatLaunch_20190525_creel_14,UG,rural,BoatLaunch,20190525,boat_fishing,6,NA,20190525 13:38,20190525 10:43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
446,UG_BoatLaunch_20190525_creel_15,UG,rural,BoatLaunch,20190525,boat_fishing,3,0.5,20190525 10:57,20190525 06:30,0,NA,230,4,60089,10,1,1,5,3,5,5,5,1,3,1,5,5,1,3,1,4,5,NA,NA,NA,NA,
447,UG_BoatLaunch_20190525_creel_16,UG,rural,BoatLaunch,20190525,boat_fishing,3,NA,NA,20190525 11:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
448,UG_BoatLaunch_20190525_creel_17,UG,rural,BoatLaunch,20190525,boat_fishing,2,NA,20190525 13:11,20190525 11:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
449,UG_BoatLaunch_20190525_creel_18,UG,rural,BoatLaunch,20190525,boat_fishing,2,NA,NA,20190525 13:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
450,UG_BoatLaunch_20190525_creel_19,UG,rural,BoatLaunch,20190525,boat_fishing,4,NA,NA,20190525 13:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
451,UG_BoatLaunch_20190525_creel_20,UG,rural,BoatLaunch,20190525,boat_fishing,3,4,20190525 13:49,20190525 06:30,0,NA,65,6,53095,8,9,9,5,5,5,5,5,5,5,4,2,3,1,4,4,5,2,NA,NA,NA,NA,
452,UG_BoatLaunch_20190613_creel_1,UG,rural,BoatLaunch,20190613,boat_fishing,1,NA,20190613 09:33,20190613 06:23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
453,UG_BoatLaunch_20190613_creel_2,UG,rural,BoatLaunch,20190613,boat_fishing,2,0.166666667,20190613 11:27,20190613 07:26,0,NA,90,8,54545,10,10,10,4,3,4,3,5,2,2,2,3,2,1,4,4,5,4,NA,NA,NA,NA,
454,UG_BoatLaunch_20190613_creel_3,UG,rural,BoatLaunch,20190613,boat_fishing,2,0.166666667,20190613 12:53,20190613 09:04,0,NA,25,4,54714,5,2,1,3,3,5,2,5,2,5,2,3,3,2,4,3,4,4,NA,NA,NA,NA,
455,UG_BoatLaunch_20190613_creel_4,UG,rural,BoatLaunch,20190613,shore_fishing,2,0.25,NA,20190613 09:34,NA,NA,3,2,53050,10,10,6,1,2,3,1,5,2,5,1,3,3,1,4,2,5,4,NA,NA,NA,NA,
456,UG_BoatLaunch_20190613_creel_5,UG,rural,BoatLaunch,20190613,boat_fishing,4,NA,20190613 13:08,20190613 10:19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
457,UG_BoatLaunch_20190613_creel_6,UG,rural,BoatLaunch,20190613,boat_fishing,2,0.166666667,20190613 11:53,20190613 10:20,NA,NA,21,16,54495,4,4,5,3,2,5,2,5,2,4,2,4,4,2,2,2,4,4,NA,NA,NA,NA,
458,UG_BoatLaunch_20190613_creel_7,UG,rural,BoatLaunch,20190613,shore_fishing,5,NA,20190613 11:47,20190613 10:48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
459,UG_BoatLaunch_20190613_creel_8,UG,rural,BoatLaunch,20190613,boat_fishing,2,NA,NA,20190613 12:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
460,UG_BoatLaunch_20190613_creel_9,UG,rural,BoatLaunch,20190613,boat_fishing,2,NA,NA,20190613 12:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
461,UG_BoatLaunch_20190613_creel_10,UG,rural,BoatLaunch,20190613,boat_fishing,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
462,UG_BoatLaunch_20190613_creel_11,UG,rural,BoatLaunch,20190613,boat_fishing,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
463,UG_BoatLaunch_20190716_creel_1,UG,rural,BoatLaunch,20190716,shore_fishing,3,NA,20190716 15:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
464,UG_BoatLaunch_20190716_creel_2,UG,rural,BoatLaunch,20190716,boat_fishing,3,0.5,20190716 14:20,NA,0,NA,50,2,54241,10,8,6,3,2,4,2,5,2,5,3,4,3,3,4,4,4,3,NA,NA,NA,NA,
465,UG_BoatLaunch_20190716_creel_3,UG,rural,BoatLaunch,20190716,boat_fishing,2,NA,20190716 13:57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
466,UG_BoatLaunch_20190716_creel_4,UG,rural,BoatLaunch,20190716,boat_fishing,1,0.25,20190716 15:08,20190716 13:20,0,NA,21,0,61103,8,1,1,3,4,4,4,5,4,5,1,4,5,3,3,3,4,5,NA,NA,NA,NA,
467,UG_BoatLaunch_20190716_creel_5,UG,rural,BoatLaunch,20190716,boat_fishing,2,0.166666667,20190716 15:10,20190716 13:00,0,NA,16,2,52211,9,9,9,4,4,4,2,4,2,4,2,2,2,2,2,4,4,4,NA,NA,NA,NA,
468,UG_BoatLaunch_20190716_creel_7,UG,rural,BoatLaunch,20190716,shore_fishing,2,NA,20190716 19:23,20190716 17:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
469,UG_BoatLaunch_20190716_creel_8,UG,rural,BoatLaunch,20190716,boat_fishing,2,0,20190716 17:21,20190716 10:00,0,NA,45,10,53719,8,7,9,4,5,5,4,5,3,2,2,3,5,2,5,3,4,4,NA,NA,NA,NA,
470,UG_BoatLaunch_20190716_creel_9,UG,rural,BoatLaunch,20190716,boat_fishing,2,0.166666667,20190716 20:52,20190716 18:33,0,NA,80,15,54512,10,10,5,3,5,3,2,5,2,4,2,4,3,2,3,2,5,5,NA,NA,NA,NA,
471,UG_BoatLaunch_20190716_creel_10,UG,rural,BoatLaunch,20190716,boat_fishing,2,NA,NA,20190716 19:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
472,UG_BoatLaunch_20190716_creel_11,UG,rural,BoatLaunch,20190716,shore_fishing,2,NA,20190716 19:55,20190716 18:15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
473,WN_BoatLaunch_20190609_creel_1,WN,rural,BoatLaunch,20190609,boat_fishing,3,0.25,20190609 12:43,20190609 10:15,0,NA,50,3,54545,8,7,6,3,4,4,3,5,3,5,3,5,5,1,4,3,5,5,NA,NA,NA,NA,
474,WN_BoatLaunch_20190609_creel_2,WN,rural,BoatLaunch,20190609,shore_fishing,3,0.066666667,20190609 11:15,20190609 10:26,0,NA,2,1,53538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
475,WN_BoatLaunch_20190716_creel_1,WN,rural,BoatLaunch,20190716,boat_fishing,3,NA,NA,20190716 13:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
476,IV_BoatLaunch_20190806_creel_1,IV,rural,BoatLaunch,20190806,boat_fishing,1,0.166666667,20190806 07:52,20190806 05:56,0,NA,5,2,60439,1,1,1,2,3,3,3,4,3,3,2,2,4,2,4,2,2,4,NA,NA,NA,NA,
477,IV_BoatLaunch_20190806_creel_2,IV,rural,BoatLaunch,20190806,boat_fishing,2,0.25,20190806 07:51,20190806 06:04,0,NA,20,1,60175,8,7,3,3,5,4,2,5,2,5,2,2,5,1,3,3,3,4,NA,NA,NA,NA,
478,IV_BoatLaunch_20190806_creel_3,IV,rural,BoatLaunch,20190806,boat_fishing,2,NA,NA,20190806 12:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
479,LE_BoatLaunch_20190810_creel_1,LE,rural,BoatLaunch,20190810,boat_fishing,1,NA,20190810 20:41,20190810 18:30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
480,LE_BoatLaunch_20190810_creel_2,LE,rural,BoatLaunch,20190810,boat_fishing,2,NA,20190810 20:15,20190810 19:10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
481,LV_BoatLaunch_20190805_creel_1,LV,rural,BoatLaunch,20190805,boat_fishing,3,0.25,20190805 11:51,20190805 09:07,0,NA,50,8,52807,8,8,7,4,4,4,1,5,2,5,1,2,5,1,4,2,2,5,NA,NA,NA,NA,
482,LV_BoatLaunch_20190805_creel_2,LV,rural,BoatLaunch,20190805,boat_fishing,2,0.133333333,20190805 10:31,20190805 09:20,0,NA,40,15,54558,1,1,3,2,5,1,2,5,2,3,1,1,2,1,5,1,2,4,NA,NA,NA,NA,
483,BY_BoatLaunch_20190813_creel_1,BY,rural,BoatLaunch,20190813,boat_fishing,1,0.25,20190813 15:31,20190813 13:20,0,NA,75,12,53032,8,1,4,2,5,3,2,4,2,2,2,3,5,2,4,3,3,5,NA,NA,NA,NA,
484,BY_BoatLaunch_20190813_creel_2,BY,rural,BoatLaunch,20190813,boat_fishing,2,NA,NA,20190813 18:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
485,DY_BoatLaunch_20190804_creel_1,DY,rural,BoatLaunch,20190804,boat_fishing,1,0.166666667,20190804 09:48,20190804 07:47,0,NA,14,3,54494,9,9,7,3,4,3,4,5,3,4,3,4,5,3,2,3,4,4,NA,NA,NA,NA,
486,DY_BoatLaunch_20190804_creel_3,DY,rural,BoatLaunch,20190804,boat_fishing,1,0.333333333,20190804 11:15,20190804 09:11,0,NA,40,4,54538,9,6,8,2,2,3,1,4,1,1,1,3,3,1,2,3,2,4,NA,NA,NA,NA,
487,DY_BoatLaunch_20190804_creel_4,DY,rural,BoatLaunch,20190804,boat_fishing,3,0.05,20190804 12:35,20190804 10:20,0,NA,50,7,54424,10,8,10,4,3,5,3,5,3,5,3,1,3,1,4,4,4,5,NA,NA,NA,NA,
488,DY_BoatLaunch_20190804_creel_5,DY,rural,BoatLaunch,20190804,shore_fishing,2,0.5,20190804 11:50,20190804 11:40,0,NA,30,1,60051,7,1,1,2,4,3,2,5,1,5,1,1,5,1,1,4,4,3,NA,NA,NA,NA,
489,DY_BoatLaunch_20190804_creel_6,DY,rural,BoatLaunch,20190804,boat_fishing,3,NA,NA,20190804 11:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
490,DY_BoatLaunch_20190804_creel_7,DY,rural,BoatLaunch,20190804,boat_fishing,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
491,DY_BoatLaunch_20190804_creel_8,DY,rural,BoatLaunch,20190804,boat_fishing,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
492,DY_BoatLaunch_20190804_creel_9,DY,rural,BoatLaunch,20190804,boat_fishing,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
493,LV_BoatLaunch_20190812_creel_1,LV,rural,BoatLaunch,20190812,boat_fishing,2,0.25,20190812 13:18,20190812 08:40,0,NA,40,1,54482,10,6,3,2,4,5,2,5,2,4,2,4,5,2,3,3,5,5,NA,NA,NA,NA,
494,LV_BoatLaunch_20190812_creel_2,LV,rural,BoatLaunch,20190812,boat_fishing,2,0.2,20190812 14:24,20190812 08:00,0.166666667,NA,180,2,54568,9,10,7,5,4,5,1,5,5,5,5,5,5,4,4,5,5,5,NA,NA,NA,NA,
495,LV_BoatLaunch_20190812_creel_3,LV,rural,BoatLaunch,20190812,boat_fishing,2,0.25,20190812 18:30,20190812 15:12,0,NA,20,18,54455,8,8,8,1,2,2,2,4,2,4,2,2,2,2,4,2,4,2,NA,NA,NA,NA,
496,LV_BoatLaunch_20190812_creel_4,LV,rural,BoatLaunch,20190812,boat_fishing,2,NA,20190812 19:33,20190812 16:04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
497,LV_BoatLaunch_20190812_creel_5,LV,rural,BoatLaunch,20190812,boat_fishing,4,0.2,20190812 18:21,20190812 16:31,0,NA,150,20,54558,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
498,SA_BoatLaunch_20190813_creel_1,SA,rural,BoatLaunch,20190813,shore_fishing,3,0,20190813 16:53,20190813 15:58,0,NA,4,2,54130,10,2,2,1,1,1,1,3,1,5,1,1,1,1,3,1,4,4,NA,NA,NA,NA,
499,UG_BoatLaunch_20190814_creel_1,UG,rural,BoatLaunch,20190814,boat_fishing,2,2.5,20190814 13:20,20190814 07:00,0,NA,30,12,54154,10,10,8,2,2,3,2,4,1,2,1,4,3,1,2,2,4,4,NA,NA,NA,NA,
500,UG_BoatLaunch_20190814_creel_3,UG,rural,BoatLaunch,20190814,boat_fishing,2,NA,20190814 14:18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
501,UG_BoatLaunch_20190814_creel_5,UG,rural,BoatLaunch,20190814,boat_fishing,2,0.333333333,20190814 19:29,20190814 17:00,0,NA,200,2,54512,7,7,2,5,5,5,5,5,4,5,5,5,5,3,2,5,5,5,NA,NA,NA,NA,
502,UG_BoatLaunch_20190814_creel_6,UG,rural,BoatLaunch,20190814,boat_fishing,2,0.033333333,20190814 19:43,20190814 17:02,0,NA,5,5,60450,6,6,7,1,1,4,1,5,1,5,1,3,5,1,5,4,5,3,NA,NA,NA,NA,
503,UG_BoatLaunch_20190814_creel_7,UG,rural,BoatLaunch,20190814,shore_fishing,2,0.166666667,20190814 18:19,20190814 17:10,0,NA,150,4,54512,5,1,1,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,NA,NA,NA,NA,
504,UG_BoatLaunch_20190814_creel_8,UG,rural,BoatLaunch,20190814,boat_fishing,3,NA,20190814 20:56,20190814 17:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
505,UG_BoatLaunch_20190814_creel_9,UG,rural,BoatLaunch,20190814,boat_fishing,2,0.166666667,20190814 20:31,20190814 18:16,0,NA,15,15,54403,8,8,7,2,4,3,4,4,2,4,1,5,2,2,4,2,4,4,NA,NA,NA,NA,
506,UG_BoatLaunch_20190814_creel_10,UG,rural,BoatLaunch,20190814,shore_fishing,3,NA,20190814 19:56,20190814 18:40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
507,UG_BoatLaunch_20190814_creel_11,UG,rural,BoatLaunch,20190814,boat_fishing,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
508,LT_BoatLaunch_20190815_creel_1,LT,rural,BoatLaunch,20190815,boat_fishing,2,0.05,20190815 10:57,20190815 07:28,0,NA,140,80,54558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
509,TO_BoatLaunch_20190815_creel_1,TO,rural,BoatLaunch,20190815,boat_fishing,2,0.5,20190815 10:21,20190815 07:01,0,NA,14,1,61523,9,8,5,3,4,3,5,5,3,4,3,3,5,1,4,3,5,5,NA,NA,NA,NA,
510,LV_little_arbor_vitae_20220104_creel_1,LV,rural,little_arbor_vitae,20220104,ice_fishing,2,0.5,20220104 16:19,20220104 12:20,0,1,30,10,54548,7,2,1,3,3,2,1,5,1,1,1,3,3,2,3,2,3,5,"$40,000 to $49,999",White,NA,0,
511,LV_little_arbor_vitae_20220104_creel_2,LV,rural,little_arbor_vitae,20220104,ice_fishing,2,0.166666667,20220104 18:14,20220104 13:38,0,1,100,0,54558,5,4,4,4,3,4,5,5,4,3,5,5,3,1,3,5,3,NA,"$150,000 or more",White,NA,0,
512,BS_big_st_germain_20220108_creel_1,BS,rural,big_st_germain,20220108,ice_fishing,3,NA,NA,20220108 11:53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
513,BS_big_st_germain_20220108_creel_2,BS,rural,big_st_germain,20220108,ice_fishing,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
514,BS_big_st_germain_20220108_creel_3,BS,rural,big_st_germain,20220108,ice_fishing,1,NA,NA,20220108 14:24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
515,BV_big_arbor_vitae_20220108_creel_3,BV,rural,big_arbor_vitae,20220108,ice_fishing,2,0.333333333,NA,NA,0.166666667,1,100,2,54956,8,8,6,3,2,5,3,5,1,2,1,5,3,1,4,1,4,4,"$100,000 to $149,999",White,NA,0,
516,BV_big_arbor_vitae_20220108_creel_6,BV,rural,big_arbor_vitae,20220108,ice_fishing,5,1.5,20220108 17:05,20220108 13:31,0.416666667,1,30,0,54426,5,3,3,3,4,4,2,5,1,4,2,3,3,2,4,3,4,3,NA,White,NA,0,
517,BV_big_arbor_vitae_20220108_creel_4,BV,rural,big_arbor_vitae,20220108,ice_fishing,3,NA,20220108 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
518,BV_big_arbor_vitae_20220108_creel_1,BV,rural,big_arbor_vitae,20220108,ice_fishing,1,0.083333333,NA,20220108 09:00,0,0,50,10,54452,3,1,1,2,5,3,1,5,1,5,1,3,3,1,5,3,3,4,NA,NA,NA,NA,
519,BV_big_arbor_vitae_20220108_creel_11,BV,rural,big_arbor_vitae,20220108,ice_fishing,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
520,BV_big_arbor_vitae_20220108_creel_12,BV,rural,big_arbor_vitae,20220108,ice_fishing,2,0.25,20220108 20:45,20220108 15:30,0,0,50,5,54521,1,1,7,5,5,5,5,5,3,5,3,5,1,3,3,3,4,5,"$80,000 to $89,999",White,NA,o,
521,BV_big_arbor_vitae_20220108_creel_7,BV,rural,big_arbor_vitae,20220108,ice_fishing,3,NA,NA,20220108 14:24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
522,BV_big_arbor_vitae_20220108_creel_5,BV,rural,big_arbor_vitae,20220108,ice_fishing,6,3,20220108 17:53,20220108 13:07,0,1,12,0,54115,10,8,10,5,5,5,5,5,4,4,3,5,3,1,5,5,5,5,"$70,000 to $79,999",White,NA,0,
523,BV_big_arbor_vitae_20220108_creel_13,BV,rural,big_arbor_vitae,20220108,ice_fishing,3,NA,NA,20220108 15:32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
524,BV_big_arbor_vitae_20220108_creel_14,BV,rural,big_arbor_vitae,20220108,ice_fishing,9,NA,NA,20220108 16:27,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
525,BV_big_arbor_vitae_20220108_creel_2,BV,rural,big_arbor_vitae,20220108,ice_fishing,3,0.166666667,20220109 22:00,20220108 12:05,NA,1,40,15,54548,5,5,6,4,5,4,4,5,3,4,1,4,4,3,4,4,2,2,"$150,000 or more",White,NA,0,
526,BV_big_arbor_vitae_20220108_creel_9,BV,rural,big_arbor_vitae,20220108,ice_fishing,1,NA,20220108 17:42,20220108 14:45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
527,BV_big_arbor_vitae_20220108_creel_15,BV,rural,big_arbor_vitae,20220108,ice_fishing,3,0.5,20220108 17:00,20220108 10:00,0,1,30,0,54467,8,4,5,3,3,2,2,4,1,4,1,4,3,2,2,1,3,5,NA,White,NA,0,
528,BV_big_arbor_vitae_20220108_creel_8,BV,rural,big_arbor_vitae,20220108,ice_fishing,3,NA,NA,20220108 14:28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
529,BV_big_arbor_vitae_20220108_creel_10,BV,rural,big_arbor_vitae,20220108,ice_fishing,1,1.5,NA,20220108 06:30,NA,1,150,12,54403,10,10,7,5,2,5,3,5,2,5,2,3,1,1,3,2,5,3,"$30,000 to $39,999",White,NA,0,
